ancestor,descend,lineage
EPI_ISL_17488647,EPI_ISL_16737200,BA.5
EPI_ISL_17488647,EPI_ISL_17488646,BA.5
EPI_ISL_17170772,EPI_ISL_17489862,DY
EPI_ISL_17488644,EPI_ISL_16737201,BA.5
EPI_ISL_17488643,EPI_ISL_16737202,BF.7
EPI_ISL_17488641,EPI_ISL_16737203,DY
EPI_ISL_17488640,EPI_ISL_16737204,BF.7
EPI_ISL_17488638,EPI_ISL_16737205,DY
EPI_ISL_17488638,EPI_ISL_17488607,DY
EPI_ISL_17488638,EPI_ISL_16839011,DY
EPI_ISL_17488638,EPI_ISL_16977248,DY
EPI_ISL_17488638,EPI_ISL_17488552,DY
EPI_ISL_16922321,EPI_ISL_16922326,BA.1
EPI_ISL_17488636,EPI_ISL_16737206,BA.5
EPI_ISL_17488635,EPI_ISL_16737207,DY
EPI_ISL_17488633,EPI_ISL_16737208,DY
EPI_ISL_17488632,EPI_ISL_16737209,DY
EPI_ISL_17488629,EPI_ISL_16737211,BF.7
EPI_ISL_16854238,EPI_ISL_17162750,BA.5
EPI_ISL_16854238,EPI_ISL_17162754,BA.5
EPI_ISL_16854238,EPI_ISL_17162753,BA.5
EPI_ISL_16854238,EPI_ISL_17162752,BA.5
EPI_ISL_16854238,EPI_ISL_17162755,BA.5
EPI_ISL_16854238,EPI_ISL_17620473,BA.5
EPI_ISL_16854238,EPI_ISL_17620412,BA.5
EPI_ISL_17488630,EPI_ISL_16737210,BA.5
EPI_ISL_17488630,EPI_ISL_16839021,BA.5
EPI_ISL_17488630,EPI_ISL_17488590,BA.5
EPI_ISL_16713363,EPI_ISL_17488521,DY
EPI_ISL_16713364,EPI_ISL_17488520,BF.7
EPI_ISL_17488523,EPI_ISL_16713361,DY
EPI_ISL_16922314,EPI_ISL_16922315,BA.2
EPI_ISL_16922314,EPI_ISL_16922324,BA.2
EPI_ISL_16922314,EPI_ISL_12030357,BA.2
EPI_ISL_16922314,EPI_ISL_16923157,BA.2
EPI_ISL_16713365,EPI_ISL_17488519,BF.7
EPI_ISL_16713366,EPI_ISL_17488518,DY
EPI_ISL_17488522,EPI_ISL_16713362,DY
EPI_ISL_16713369,EPI_ISL_17488515,BF.7
EPI_ISL_16713370,EPI_ISL_17488514,DY
EPI_ISL_17493069,EPI_ISL_16899490,BA.5
EPI_ISL_17493080,EPI_ISL_16899478,DY
EPI_ISL_17104796,EPI_ISL_17495564,BA.5
EPI_ISL_16719073,EPI_ISL_16799622,DY
EPI_ISL_17489892,EPI_ISL_17170681,DY
EPI_ISL_962537,EPI_ISL_962542,Others
EPI_ISL_16923215,EPI_ISL_16923178,BA.1
EPI_ISL_17489890,EPI_ISL_17170683,BF.7
EPI_ISL_17489889,EPI_ISL_17170684,BF.7
EPI_ISL_16709089,EPI_ISL_17487029,DY
EPI_ISL_16880269,EPI_ISL_16869322,BA.5
EPI_ISL_16899483,EPI_ISL_17493073,BA.5
EPI_ISL_17487031,EPI_ISL_16709087,DY
EPI_ISL_16829998,EPI_ISL_16873126,BA.5
EPI_ISL_16829998,EPI_ISL_17188270,BA.5
EPI_ISL_16679338,EPI_ISL_16679341,BF.7
EPI_ISL_17170678,EPI_ISL_17493453,DY
EPI_ISL_16849183,EPI_ISL_16849182,DY
EPI_ISL_11873935,EPI_ISL_17261560,BA.1
EPI_ISL_17487057,EPI_ISL_16757759,DY
EPI_ISL_16849181,EPI_ISL_16849180,DY
EPI_ISL_17493079,EPI_ISL_16899479,BF.7
EPI_ISL_17170869,EPI_ISL_17170871,BF.7
EPI_ISL_17170869,EPI_ISL_17170872,BF.7
EPI_ISL_17170869,EPI_ISL_17170873,BF.7
EPI_ISL_17170869,EPI_ISL_17170875,BF.7
EPI_ISL_17170869,EPI_ISL_17489921,BF.7
EPI_ISL_17170869,EPI_ISL_17489925,BF.7
EPI_ISL_17170869,EPI_ISL_17489919,BF.7
EPI_ISL_17170869,EPI_ISL_17489923,BF.7
EPI_ISL_17170869,EPI_ISL_17489922,BF.7
EPI_ISL_17170868,EPI_ISL_17493431,DY
EPI_ISL_17493498,EPI_ISL_17170789,BF.7
EPI_ISL_16880252,EPI_ISL_16867363,BA.5
EPI_ISL_17493497,EPI_ISL_17170790,DY
EPI_ISL_17488451,EPI_ISL_16977158,BF.7
EPI_ISL_16698025,EPI_ISL_16698030,BA.5
EPI_ISL_16698025,EPI_ISL_16698024,BA.5
EPI_ISL_16698025,EPI_ISL_16698026,BA.5
EPI_ISL_17261557,EPI_ISL_17261561,BA.1
EPI_ISL_17493072,EPI_ISL_16899484,BA.5
EPI_ISL_16698006,EPI_ISL_16880267,DY
EPI_ISL_16698006,EPI_ISL_16869327,DY
EPI_ISL_17493496,EPI_ISL_17170791,DY
EPI_ISL_17493499,EPI_ISL_17170788,BF.7
EPI_ISL_17493495,EPI_ISL_17170792,BF.7
EPI_ISL_17488622,EPI_ISL_16737215,BA.5
EPI_ISL_17488621,EPI_ISL_16737216,BA.5
EPI_ISL_17488620,EPI_ISL_16737217,BF.7
EPI_ISL_17488618,EPI_ISL_16737218,DY
EPI_ISL_17488616,EPI_ISL_16737219,DY
EPI_ISL_16923204,EPI_ISL_16923205,BA.1
EPI_ISL_16923204,EPI_ISL_16923198,BA.1
EPI_ISL_17488615,EPI_ISL_16737220,BF.7
EPI_ISL_17170870,EPI_ISL_17170876,BF.7
EPI_ISL_17170870,EPI_ISL_17489924,BF.7
EPI_ISL_17170870,EPI_ISL_17489918,BF.7
EPI_ISL_17170867,EPI_ISL_17493432,DY
EPI_ISL_17170866,EPI_ISL_17493433,DY
EPI_ISL_16740869,EPI_ISL_16740870,BA.5
EPI_ISL_17150514,EPI_ISL_18447634,DY
EPI_ISL_17150515,EPI_ISL_18447635,DY
EPI_ISL_16723064,EPI_ISL_17104714,BF.7
EPI_ISL_16723064,EPI_ISL_17185996,BF.7
EPI_ISL_16723064,EPI_ISL_17185997,BF.7
EPI_ISL_16723064,EPI_ISL_17783587,BF.7
EPI_ISL_16911105,EPI_ISL_17487591,DY
EPI_ISL_16737213,EPI_ISL_17488625,DY
EPI_ISL_16923176,EPI_ISL_16923175,BA.1
EPI_ISL_16737221,EPI_ISL_17488674,BF.7
EPI_ISL_17487605,EPI_ISL_16911091,DY
EPI_ISL_17493501,EPI_ISL_17170786,BF.7
EPI_ISL_17170864,EPI_ISL_17493435,DY
EPI_ISL_17494075,EPI_ISL_17494143,BF.7
EPI_ISL_17494075,EPI_ISL_17104721,BF.7
EPI_ISL_17494075,EPI_ISL_17197666,BF.7
EPI_ISL_17494075,EPI_ISL_17494912,BF.7
EPI_ISL_17494075,EPI_ISL_17495234,BF.7
EPI_ISL_17494075,EPI_ISL_17494915,BF.7
EPI_ISL_17494075,EPI_ISL_17494442,BF.7
EPI_ISL_17494075,EPI_ISL_17785612,BF.7
EPI_ISL_17494075,EPI_ISL_17493001,BF.7
EPI_ISL_17170865,EPI_ISL_17493434,DY
EPI_ISL_17150473,EPI_ISL_17494796,DY
EPI_ISL_17150511,EPI_ISL_18447631,BF.7
EPI_ISL_17150474,EPI_ISL_17494795,BF.7
EPI_ISL_16910826,EPI_ISL_16910821,DY
EPI_ISL_16557176,EPI_ISL_16610120,BA.1
EPI_ISL_17493502,EPI_ISL_17170785,BF.7
EPI_ISL_17170776,EPI_ISL_17489795,DY
EPI_ISL_17170688,EPI_ISL_17489885,DY
EPI_ISL_17493064,EPI_ISL_16970243,BA.5
EPI_ISL_17170685,EPI_ISL_17489888,DY
EPI_ISL_17170775,EPI_ISL_17489796,BF.7
EPI_ISL_17489884,EPI_ISL_17170689,DY
EPI_ISL_16737072,EPI_ISL_16873109,DY
EPI_ISL_17487469,EPI_ISL_16823536,BA.5
EPI_ISL_17170777,EPI_ISL_17489794,BF.7
EPI_ISL_16557175,EPI_ISL_16557156,BA.1
EPI_ISL_16557175,EPI_ISL_16557157,BA.1
EPI_ISL_16557175,EPI_ISL_16557158,BA.1
EPI_ISL_16557175,EPI_ISL_16557160,BA.1
EPI_ISL_17170778,EPI_ISL_17489793,DY
EPI_ISL_17031741,EPI_ISL_17031795,BF.7
EPI_ISL_17488449,EPI_ISL_16977160,BA.5
EPI_ISL_17170779,EPI_ISL_17489792,DY
EPI_ISL_16880265,EPI_ISL_16869320,BA.5
EPI_ISL_17489879,EPI_ISL_17170736,DY
EPI_ISL_17489878,EPI_ISL_17170737,DY
EPI_ISL_17489876,EPI_ISL_17170739,DY
EPI_ISL_17489880,EPI_ISL_17170735,BA.5
EPI_ISL_17170773,EPI_ISL_17489745,DY
EPI_ISL_16557152,EPI_ISL_13858843,Delta
EPI_ISL_16557152,EPI_ISL_13858846,Delta
EPI_ISL_16557152,EPI_ISL_16391005,Delta
EPI_ISL_16557152,EPI_ISL_13858838,Delta
EPI_ISL_16557152,EPI_ISL_16391003,Delta
EPI_ISL_16557152,EPI_ISL_16391008,Delta
EPI_ISL_16557152,EPI_ISL_13858837,Delta
EPI_ISL_16557152,EPI_ISL_16391006,Delta
EPI_ISL_16557152,EPI_ISL_13858840,Delta
EPI_ISL_16557152,EPI_ISL_16391007,Delta
EPI_ISL_16557152,EPI_ISL_16391011,Delta
EPI_ISL_16557152,EPI_ISL_13858841,Delta
EPI_ISL_16557152,EPI_ISL_13858839,Delta
EPI_ISL_16557152,EPI_ISL_16391009,Delta
EPI_ISL_16557152,EPI_ISL_13858873,Delta
EPI_ISL_16557152,EPI_ISL_16391010,Delta
EPI_ISL_16557152,EPI_ISL_13858883,Delta
EPI_ISL_16557152,EPI_ISL_13858847,Delta
EPI_ISL_16557152,EPI_ISL_13858886,Delta
EPI_ISL_16557152,EPI_ISL_13858848,Delta
EPI_ISL_16557152,EPI_ISL_13858836,Delta
EPI_ISL_16557152,EPI_ISL_13858845,Delta
EPI_ISL_16557152,EPI_ISL_13858887,Delta
EPI_ISL_16557152,EPI_ISL_13858851,Delta
EPI_ISL_16557152,EPI_ISL_11905844,Delta
EPI_ISL_16557152,EPI_ISL_13858861,Delta
EPI_ISL_16557152,EPI_ISL_13858844,Delta
EPI_ISL_16557152,EPI_ISL_13858854,Delta
EPI_ISL_16557152,EPI_ISL_13858856,Delta
EPI_ISL_16557152,EPI_ISL_13858853,Delta
EPI_ISL_16557152,EPI_ISL_13858850,Delta
EPI_ISL_16557152,EPI_ISL_13858849,Delta
EPI_ISL_16557152,EPI_ISL_13858862,Delta
EPI_ISL_16557152,EPI_ISL_13858860,Delta
EPI_ISL_16557152,EPI_ISL_13858864,Delta
EPI_ISL_16557152,EPI_ISL_13858859,Delta
EPI_ISL_16557152,EPI_ISL_13858858,Delta
EPI_ISL_16557152,EPI_ISL_13858863,Delta
EPI_ISL_16557152,EPI_ISL_13858867,Delta
EPI_ISL_16557152,EPI_ISL_13858852,Delta
EPI_ISL_16557152,EPI_ISL_13858878,Delta
EPI_ISL_16557152,EPI_ISL_13858875,Delta
EPI_ISL_16557152,EPI_ISL_13858877,Delta
EPI_ISL_16557152,EPI_ISL_13858872,Delta
EPI_ISL_16557152,EPI_ISL_13858876,Delta
EPI_ISL_16557152,EPI_ISL_13858874,Delta
EPI_ISL_16557152,EPI_ISL_13858866,Delta
EPI_ISL_16557152,EPI_ISL_13858871,Delta
EPI_ISL_16557152,EPI_ISL_13858869,Delta
EPI_ISL_16557152,EPI_ISL_13858868,Delta
EPI_ISL_16557152,EPI_ISL_13858865,Delta
EPI_ISL_16557152,EPI_ISL_13858885,Delta
EPI_ISL_16557152,EPI_ISL_13858880,Delta
EPI_ISL_16557152,EPI_ISL_13858879,Delta
EPI_ISL_16557152,EPI_ISL_13858881,Delta
EPI_ISL_16557152,EPI_ISL_13858894,Delta
EPI_ISL_16557152,EPI_ISL_13858897,Delta
EPI_ISL_16557152,EPI_ISL_13858896,Delta
EPI_ISL_16557152,EPI_ISL_13858898,Delta
EPI_ISL_16557152,EPI_ISL_13858882,Delta
EPI_ISL_16557152,EPI_ISL_13858888,Delta
EPI_ISL_16557152,EPI_ISL_13858893,Delta
EPI_ISL_16557152,EPI_ISL_13858895,Delta
EPI_ISL_16557152,EPI_ISL_13858913,Delta
EPI_ISL_16557152,EPI_ISL_13858890,Delta
EPI_ISL_16557152,EPI_ISL_13858889,Delta
EPI_ISL_16557152,EPI_ISL_13858903,Delta
EPI_ISL_16557152,EPI_ISL_13858917,Delta
EPI_ISL_16557152,EPI_ISL_13858912,Delta
EPI_ISL_16557152,EPI_ISL_13858919,Delta
EPI_ISL_16557152,EPI_ISL_13858901,Delta
EPI_ISL_16557152,EPI_ISL_13858909,Delta
EPI_ISL_16557152,EPI_ISL_13858904,Delta
EPI_ISL_16557152,EPI_ISL_13858907,Delta
EPI_ISL_16557152,EPI_ISL_13858892,Delta
EPI_ISL_16557152,EPI_ISL_13858899,Delta
EPI_ISL_16557152,EPI_ISL_13858902,Delta
EPI_ISL_16557152,EPI_ISL_13858915,Delta
EPI_ISL_16557152,EPI_ISL_13858908,Delta
EPI_ISL_16557152,EPI_ISL_13858911,Delta
EPI_ISL_16557152,EPI_ISL_13858906,Delta
EPI_ISL_16557152,EPI_ISL_13858905,Delta
EPI_ISL_16557152,EPI_ISL_13858923,Delta
EPI_ISL_16557152,EPI_ISL_13858921,Delta
EPI_ISL_16557152,EPI_ISL_13858922,Delta
EPI_ISL_16557152,EPI_ISL_16391013,Delta
EPI_ISL_16557152,EPI_ISL_13858920,Delta
EPI_ISL_16557152,EPI_ISL_13858924,Delta
EPI_ISL_17170863,EPI_ISL_17493464,DY
EPI_ISL_16880264,EPI_ISL_16869328,DY
EPI_ISL_17489881,EPI_ISL_17170734,DY
EPI_ISL_17031737,EPI_ISL_17031781,BF.7
EPI_ISL_17170774,EPI_ISL_17489744,DY
EPI_ISL_16737222,EPI_ISL_17488932,DY
EPI_ISL_16910815,EPI_ISL_16910816,BA.5
EPI_ISL_17488593,EPI_ISL_16839019,BA.5
EPI_ISL_17490692,EPI_ISL_16911586,DY
EPI_ISL_17150517,EPI_ISL_18447731,DY
EPI_ISL_16557153,EPI_ISL_16557154,BA.1
EPI_ISL_16557153,EPI_ISL_16610110,BA.1
EPI_ISL_16557153,EPI_ISL_16610111,BA.1
EPI_ISL_16557153,EPI_ISL_16610121,BA.1
EPI_ISL_16557153,EPI_ISL_11873906,BA.1
EPI_ISL_17488587,EPI_ISL_16839023,DY
EPI_ISL_17488589,EPI_ISL_16839022,BF.7
EPI_ISL_17488529,EPI_ISL_16838987,DY
EPI_ISL_17488530,EPI_ISL_16838986,DY
EPI_ISL_17488531,EPI_ISL_16838985,DY
EPI_ISL_17488532,EPI_ISL_16838983,BF.7
EPI_ISL_16880263,EPI_ISL_16867356,BF.7
EPI_ISL_17488592,EPI_ISL_16839020,DY
EPI_ISL_17170713,EPI_ISL_17489738,DY
EPI_ISL_16849095,EPI_ISL_17490581,DY
EPI_ISL_13858831,EPI_ISL_13858832,Delta
EPI_ISL_13858831,EPI_ISL_13858834,Delta
EPI_ISL_13858831,EPI_ISL_13858835,Delta
EPI_ISL_13858831,EPI_ISL_16557159,Delta
EPI_ISL_13858831,EPI_ISL_16391002,Delta
EPI_ISL_17489899,EPI_ISL_17170991,DY
EPI_ISL_16937173,EPI_ISL_16937182,DY
EPI_ISL_16937173,EPI_ISL_16970202,DY
EPI_ISL_16937173,EPI_ISL_16970209,DY
EPI_ISL_16970246,EPI_ISL_17492931,Others
EPI_ISL_16970246,EPI_ISL_16970247,Others
EPI_ISL_16737223,EPI_ISL_17488931,DY
EPI_ISL_17031757,EPI_ISL_17031773,BF.7
EPI_ISL_16899481,EPI_ISL_17493076,BA.5
EPI_ISL_16737224,EPI_ISL_17488930,DY
EPI_ISL_17488446,EPI_ISL_16737195,BA.5
EPI_ISL_17487362,EPI_ISL_16757765,DY
EPI_ISL_16823541,EPI_ISL_17487221,DY
EPI_ISL_450489,EPI_ISL_450503,Others
EPI_ISL_16391004,EPI_ISL_13858842,Delta
EPI_ISL_17487713,EPI_ISL_17104697,DY
EPI_ISL_16823539,EPI_ISL_17487223,DY
EPI_ISL_16823540,EPI_ISL_17487222,DY
EPI_ISL_16911082,EPI_ISL_17487466,DY
EPI_ISL_16911083,EPI_ISL_17487465,DY
EPI_ISL_16849069,EPI_ISL_16849067,BF.7
EPI_ISL_16849066,EPI_ISL_16849068,BF.7
EPI_ISL_17490643,EPI_ISL_17488107,DY
EPI_ISL_16899473,EPI_ISL_17493102,BF.7
EPI_ISL_16899472,EPI_ISL_17493103,DY
EPI_ISL_16391012,EPI_ISL_13858857,Delta
EPI_ISL_16899470,EPI_ISL_17493105,BA.5
EPI_ISL_16899467,EPI_ISL_17493108,DY
EPI_ISL_16899465,EPI_ISL_17493110,BA.5
EPI_ISL_17490642,EPI_ISL_17488106,BA.5
EPI_ISL_16899464,EPI_ISL_17493111,BA.5
EPI_ISL_16899463,EPI_ISL_17493112,BA.5
EPI_ISL_17488171,EPI_ISL_17199736,DY
EPI_ISL_16748551,EPI_ISL_17170756,DY
EPI_ISL_16748551,EPI_ISL_17489766,DY
EPI_ISL_16997133,EPI_ISL_17197934,BF.7
EPI_ISL_17489802,EPI_ISL_17171012,DY
EPI_ISL_16610116,EPI_ISL_16610242,BA.1
EPI_ISL_17489803,EPI_ISL_17171011,DY
EPI_ISL_17489804,EPI_ISL_17171010,BF.7
EPI_ISL_17489806,EPI_ISL_17171008,DY
EPI_ISL_17493113,EPI_ISL_16899462,DY
EPI_ISL_17493114,EPI_ISL_16899461,BF.7
EPI_ISL_17493116,EPI_ISL_16899459,BF.7
EPI_ISL_17493119,EPI_ISL_16899457,BA.5
EPI_ISL_17489801,EPI_ISL_17171013,DY
EPI_ISL_17493120,EPI_ISL_16899456,BF.7
EPI_ISL_17493122,EPI_ISL_16899454,BF.7
EPI_ISL_13858855,EPI_ISL_13858870,Delta
EPI_ISL_13858855,EPI_ISL_13858918,Delta
EPI_ISL_17493123,EPI_ISL_16899453,DY
EPI_ISL_17489797,EPI_ISL_17171017,BF.7
EPI_ISL_17489798,EPI_ISL_17171016,DY
EPI_ISL_17489799,EPI_ISL_17171015,DY
EPI_ISL_17489800,EPI_ISL_17171014,DY
EPI_ISL_17170731,EPI_ISL_17489748,DY
EPI_ISL_17170730,EPI_ISL_17489845,BA.2
EPI_ISL_16824279,EPI_ISL_17487739,DY
EPI_ISL_16830008,EPI_ISL_16873124,BA.5
EPI_ISL_17170768,EPI_ISL_17489866,DY
EPI_ISL_16923237,EPI_ISL_16923259,BA.1
EPI_ISL_16923237,EPI_ISL_16923267,BA.1
EPI_ISL_17170767,EPI_ISL_17489926,DY
EPI_ISL_16910839,EPI_ISL_16910831,BF.7
EPI_ISL_17485572,EPI_ISL_17494046,DY
EPI_ISL_17488613,EPI_ISL_16839008,BF.7
EPI_ISL_17488612,EPI_ISL_16839009,BF.7
EPI_ISL_17488612,EPI_ISL_16977245,BF.7
EPI_ISL_17488612,EPI_ISL_17488557,BF.7
EPI_ISL_17488610,EPI_ISL_16839010,BA.5
EPI_ISL_17488610,EPI_ISL_16977254,BA.5
EPI_ISL_17488610,EPI_ISL_17488543,BA.5
EPI_ISL_17487462,EPI_ISL_16911086,DY
EPI_ISL_17031791,EPI_ISL_17031790,BA.5
EPI_ISL_16977188,EPI_ISL_17488945,DY
EPI_ISL_17170753,EPI_ISL_17489769,DY
EPI_ISL_16391022,EPI_ISL_16391029,BA.1
EPI_ISL_16838999,EPI_ISL_17488728,BA.5
EPI_ISL_16838999,EPI_ISL_17489207,BA.5
EPI_ISL_16838999,EPI_ISL_17072177,BA.5
EPI_ISL_17031787,EPI_ISL_17031786,BF.7
EPI_ISL_16839003,EPI_ISL_17488445,DY
EPI_ISL_16911085,EPI_ISL_17487463,BA.5
EPI_ISL_16839004,EPI_ISL_17488444,BF.7
EPI_ISL_16838998,EPI_ISL_17488929,DY
EPI_ISL_17487344,EPI_ISL_17031993,DY
EPI_ISL_16839005,EPI_ISL_17488443,BF.7
EPI_ISL_16849202,EPI_ISL_18070751,BF.7
EPI_ISL_16849200,EPI_ISL_18070750,BF.7
EPI_ISL_16610135,EPI_ISL_16610140,BA.1
EPI_ISL_16839006,EPI_ISL_17488442,DY
EPI_ISL_16849199,EPI_ISL_18070749,BF.7
EPI_ISL_16849198,EPI_ISL_18070743,BA.5
EPI_ISL_16849197,EPI_ISL_18070748,BF.7
EPI_ISL_16849196,EPI_ISL_18070742,BA.5
EPI_ISL_17488604,EPI_ISL_16839012,BF.7
EPI_ISL_17488604,EPI_ISL_17488572,BF.7
EPI_ISL_17488604,EPI_ISL_16977200,BF.7
EPI_ISL_17170770,EPI_ISL_17489864,BF.7
EPI_ISL_16977154,EPI_ISL_17488525,BA.5
EPI_ISL_17488528,EPI_ISL_16977151,BA.5
EPI_ISL_17170783,EPI_ISL_17489788,DY
EPI_ISL_16610142,EPI_ISL_11873905,BA.1
EPI_ISL_16610142,EPI_ISL_16610154,BA.1
EPI_ISL_17170781,EPI_ISL_17170782,DY
EPI_ISL_17170781,EPI_ISL_17489790,DY
EPI_ISL_17170781,EPI_ISL_17489789,DY
EPI_ISL_16977152,EPI_ISL_17488527,DY
EPI_ISL_16977153,EPI_ISL_17488526,DY
EPI_ISL_16839014,EPI_ISL_17488601,BA.5
EPI_ISL_17170909,EPI_ISL_17493424,DY
EPI_ISL_17170806,EPI_ISL_17489756,BF.7
EPI_ISL_17170807,EPI_ISL_17489755,DY
EPI_ISL_17170808,EPI_ISL_17489844,DY
EPI_ISL_17170809,EPI_ISL_17489843,Others
EPI_ISL_16839024,EPI_ISL_17488586,BF.7
EPI_ISL_16610147,EPI_ISL_16610178,BA.1
EPI_ISL_17273670,EPI_ISL_17273671,BA.5
EPI_ISL_17170766,EPI_ISL_17493420,BF.7
EPI_ISL_17170805,EPI_ISL_17489757,DY
EPI_ISL_17170803,EPI_ISL_17493484,BF.7
EPI_ISL_17170804,EPI_ISL_17489758,Others
EPI_ISL_16844023,EPI_ISL_16973026,DY
EPI_ISL_16839016,EPI_ISL_17488598,DY
EPI_ISL_16880261,EPI_ISL_16869318,BA.5
EPI_ISL_16880253,EPI_ISL_16880256,BA.5
EPI_ISL_16880253,EPI_ISL_16867360,BA.5
EPI_ISL_16880253,EPI_ISL_16869319,BA.5
EPI_ISL_16839018,EPI_ISL_17488595,DY
EPI_ISL_16839018,EPI_ISL_17488575,DY
EPI_ISL_16839018,EPI_ISL_16977198,DY
EPI_ISL_16610157,EPI_ISL_16610181,BA.1
EPI_ISL_16880259,EPI_ISL_16867358,BA.5
EPI_ISL_16880258,EPI_ISL_16869324,DY
EPI_ISL_16880255,EPI_ISL_16867362,BA.5
EPI_ISL_16839017,EPI_ISL_17488596,DY
EPI_ISL_16880257,EPI_ISL_16869326,BF.7
EPI_ISL_16880260,EPI_ISL_16867359,BA.5
EPI_ISL_16849195,EPI_ISL_18070746,DY
EPI_ISL_16955414,EPI_ISL_17162764,BF.7
EPI_ISL_16823543,EPI_ISL_17487219,BA.5
EPI_ISL_16849219,EPI_ISL_18070747,DY
EPI_ISL_493155,EPI_ISL_493156,Others
EPI_ISL_16610170,EPI_ISL_16610172,BA.2
EPI_ISL_16610170,EPI_ISL_16138060,BA.2
EPI_ISL_16610170,EPI_ISL_16138059,BA.2
EPI_ISL_16610170,EPI_ISL_16138058,BA.2
EPI_ISL_16610170,EPI_ISL_11873929,BA.2
EPI_ISL_16610170,EPI_ISL_11873919,BA.2
EPI_ISL_16610170,EPI_ISL_16610230,BA.2
EPI_ISL_16610170,EPI_ISL_11873911,BA.2
EPI_ISL_16610170,EPI_ISL_11905848,BA.2
EPI_ISL_16610170,EPI_ISL_16922350,BA.2
EPI_ISL_16610170,EPI_ISL_11873928,BA.2
EPI_ISL_16610170,EPI_ISL_16610245,BA.2
EPI_ISL_16610170,EPI_ISL_16610244,BA.2
EPI_ISL_16610170,EPI_ISL_18070333,BA.2
EPI_ISL_16610170,EPI_ISL_18070334,BA.2
EPI_ISL_16610170,EPI_ISL_18070339,BA.2
EPI_ISL_16610170,EPI_ISL_18070340,BA.2
EPI_ISL_16610170,EPI_ISL_18070336,BA.2
EPI_ISL_16610170,EPI_ISL_18070337,BA.2
EPI_ISL_16610170,EPI_ISL_18070338,BA.2
EPI_ISL_16610170,EPI_ISL_18070335,BA.2
EPI_ISL_16610170,EPI_ISL_12030375,BA.2
EPI_ISL_16610170,EPI_ISL_18070349,BA.2
EPI_ISL_16610170,EPI_ISL_18070348,BA.2
EPI_ISL_16610170,EPI_ISL_18070350,BA.2
EPI_ISL_16610170,EPI_ISL_18070351,BA.2
EPI_ISL_16610170,EPI_ISL_18070343,BA.2
EPI_ISL_16610170,EPI_ISL_18070341,BA.2
EPI_ISL_16610170,EPI_ISL_18070347,BA.2
EPI_ISL_16610170,EPI_ISL_18070342,BA.2
EPI_ISL_16610170,EPI_ISL_18070345,BA.2
EPI_ISL_16610170,EPI_ISL_18070346,BA.2
EPI_ISL_16610170,EPI_ISL_18070344,BA.2
EPI_ISL_16610170,EPI_ISL_18070352,BA.2
EPI_ISL_16610170,EPI_ISL_18070362,BA.2
EPI_ISL_16610170,EPI_ISL_18070357,BA.2
EPI_ISL_16610170,EPI_ISL_18070353,BA.2
EPI_ISL_16610170,EPI_ISL_18070356,BA.2
EPI_ISL_16610170,EPI_ISL_18070354,BA.2
EPI_ISL_16610170,EPI_ISL_18070358,BA.2
EPI_ISL_16610170,EPI_ISL_18070355,BA.2
EPI_ISL_16610170,EPI_ISL_18070361,BA.2
EPI_ISL_16610170,EPI_ISL_18070359,BA.2
EPI_ISL_16610170,EPI_ISL_18070360,BA.2
EPI_ISL_16610170,EPI_ISL_16923309,BA.2
EPI_ISL_16610170,EPI_ISL_11905843,BA.2
EPI_ISL_16610170,EPI_ISL_18070367,BA.2
EPI_ISL_16610170,EPI_ISL_18070369,BA.2
EPI_ISL_16610170,EPI_ISL_18070368,BA.2
EPI_ISL_16610170,EPI_ISL_18070366,BA.2
EPI_ISL_16610170,EPI_ISL_18070364,BA.2
EPI_ISL_16610170,EPI_ISL_18070371,BA.2
EPI_ISL_16610170,EPI_ISL_18070363,BA.2
EPI_ISL_16610170,EPI_ISL_18070365,BA.2
EPI_ISL_16610170,EPI_ISL_18070370,BA.2
EPI_ISL_16610170,EPI_ISL_16923317,BA.2
EPI_ISL_16610170,EPI_ISL_16923308,BA.2
EPI_ISL_16610170,EPI_ISL_16923318,BA.2
EPI_ISL_16610170,EPI_ISL_16923314,BA.2
EPI_ISL_16610170,EPI_ISL_18070380,BA.2
EPI_ISL_16610170,EPI_ISL_18070373,BA.2
EPI_ISL_16610170,EPI_ISL_18070377,BA.2
EPI_ISL_16610170,EPI_ISL_18070379,BA.2
EPI_ISL_16610170,EPI_ISL_18070381,BA.2
EPI_ISL_16610170,EPI_ISL_18070384,BA.2
EPI_ISL_16610170,EPI_ISL_18070375,BA.2
EPI_ISL_16610170,EPI_ISL_18070376,BA.2
EPI_ISL_16610170,EPI_ISL_18070383,BA.2
EPI_ISL_16610170,EPI_ISL_18070374,BA.2
EPI_ISL_16610170,EPI_ISL_18070382,BA.2
EPI_ISL_16610170,EPI_ISL_16923319,BA.2
EPI_ISL_16610170,EPI_ISL_16923315,BA.2
EPI_ISL_16610170,EPI_ISL_16923324,BA.2
EPI_ISL_16610170,EPI_ISL_16923310,BA.2
EPI_ISL_16610170,EPI_ISL_16923311,BA.2
EPI_ISL_16610170,EPI_ISL_16923313,BA.2
EPI_ISL_16610170,EPI_ISL_16923312,BA.2
EPI_ISL_16610170,EPI_ISL_16923323,BA.2
EPI_ISL_16610170,EPI_ISL_18070386,BA.2
EPI_ISL_16610170,EPI_ISL_18070385,BA.2
EPI_ISL_16610170,EPI_ISL_16923320,BA.2
EPI_ISL_16610170,EPI_ISL_18070387,BA.2
